id1,left_preview,id2,right_preview,matchness,score,embedding_similarity,key_overlap_score,rarity_score,bin,bin_reason,source_blockers_display,corner,label
left_090159,"player_name: Giuseppe Ponsat | positions_position: AM (L), ST (C) | left_right_foot: Right",right_030701,player_name: neveal hackshaw | positions_position: DC | left_right_foot: left,0.7893885949441505,0.5261243386243386,,1,0.005025125628140704,EASY_POS,EASY_POS,StandardBlocker,false,
left_061246,player_name: Lars David | positions_position: M/AM (C) | left_right_foot: Right,right_041832,player_name: lars traber | positions_position: DC | left_right_foot: left,0.867128961573406,0.7010401635401635,,1,0.001221001221001221,EASY_POS,EASY_POS,TokenBlocker,false,
left_154629,player_name: Ian Bermingham | positions_position: D/WB (L) | left_right_foot: Left,right_000016,player_name: ian shaul | positions_position: MC,0.8024579379076734,0.555530360292265,,1,0.00546448087431694,EASY_POS,EASY_POS,TokenBlocker,false,
left_105862,"player_name: Pedro Nuno | positions_position: AM (RLC), ST (C) | left_right_foot: Right",right_010188,player_name: pedro nunes | positions_position: DL | left_right_foot: left,0.8022076395092268,0.5549671888957604,,1,0.001091703056768559,EASY_POS,EASY_POS,TokenBlocker,false,
left_148125,player_name: George Panapa | positions_position: ST (C) | left_right_foot: Right,right_042789,player_name: george lloyd | positions_position: ST | left_right_foot: right,0.9120788676344231,0.8021774521774523,,1,0.002028397565922921,EASY_POS,EASY_POS,TokenBlocker,false,
left_009728,player_name: Daniel Castillo | positions_position: GK | left_right_foot: Left,right_045550,player_name: daniel offredi | positions_position: GK | left_right_foot: right,0.7982069370958259,0.5459656084656084,,1,0.0004921259842519685,EASY_POS,EASY_POS,TokenBlocker,false,
left_111878,"player_name: Cihan Şener | positions_position: AM (RLC), ST (C) | left_right_foot: Left",right_016558,player_name: ruben loftus cheek | positions_position: MC | left_right_foot: right,0.7870815741186111,0.520933541766875,,1,0.006024096385542169,EASY_POS,EASY_POS,StandardBlocker,false,
left_096031,player_name: Daniel Shmedin | positions_position: AM (RL) | left_right_foot: Right,right_060476,player_name: daniel aranzubia | positions_position: GK | left_right_foot: right,0.9176912740404803,0.8148053665910808,,1,0.0005017561465127947,EASY_POS,EASY_POS,TokenBlocker,false,
left_065859,player_name: Andrea Martinelli | positions_position: DM | left_right_foot: Right,right_024499,player_name: andrea florimbj | positions_position: AMC | left_right_foot: left,0.7944721098315869,0.5375622471210706,,1,0.0011890606420927466,EASY_POS,EASY_POS,TokenBlocker,false,
left_104417,player_name: Daniel Şorecău | positions_position: M (C) | left_right_foot: Right,right_069275,player_name: daniel benke | positions_position: MC,0.8054673721340389,0.5623015873015873,,1,0.0004899559039686428,EASY_POS,EASY_POS,TokenBlocker,false,
left_151783,"player_name: Pedro Neto | positions_position: AM (RLC), ST (C) | left_right_foot: Left",right_044670,player_name: pedro hermida | positions_position: DC,0.8050829828607606,0.5614367114367114,,1,0.0011123470522803114,EASY_POS,EASY_POS,TokenBlocker,false,
left_034399,player_name: Pedro Alves | positions_position: GK | left_right_foot: Right,right_033963,player_name: pedro martelo | positions_position: ST | left_right_foot: right,0.9191999065014937,0.818199789628361,,1,0.0011098779134295228,EASY_POS,EASY_POS,TokenBlocker,false,
left_095724,player_name: Francesco Nardella | positions_position: AM (RC) | left_right_foot: Left,right_061503,player_name: francesco serra | positions_position: GK | left_right_foot: right,0.8055555555555555,0.5625,,1,0.0013280212483399733,EASY_POS,EASY_POS,TokenBlocker,false,
left_145768,player_name: Vincent Uitualagi | positions_position: AM (C) | left_right_foot: Right,right_016925,player_name: vincent janssen | positions_position: ST | left_right_foot: left,0.8679997925095965,0.7029995331465919,,1,0.003968253968253968,EASY_POS,EASY_POS,TokenBlocker,false,
left_114113,player_name: Daniel Paulson | positions_position: M/AM (RL) | left_right_foot: Right,right_015035,player_name: daniel gonzalez | positions_position: ST | left_right_foot: right,0.8526916939615352,0.6685563114134543,,1,0.0004901960784313725,EASY_POS,EASY_POS,TokenBlocker,false,
left_050270,player_name: Simon Lang | positions_position: M (RC) | left_right_foot: Right,right_009596,player_name: simon ligot | positions_position: DR | left_right_foot: right,0.9154401154401154,0.8097402597402599,,1,0.0016366612111292963,EASY_POS,EASY_POS,TokenBlocker,false,
left_015394,player_name: David Vargas | positions_position: D (C) | left_right_foot: Right,right_051084,player_name: david navarro | positions_position: MC | left_right_foot: right,0.8478609867498756,0.6576872201872201,,1,0.0004332755632582322,EASY_POS,EASY_POS,TokenBlocker,false,
left_128625,player_name: Hamode Kanaan | positions_position: M/AM (RLC) | left_right_foot: Right,right_047612,player_name: ali reghba | positions_position: AML | left_right_foot: right,0.839935784380229,0.639855514855515,,1,0.0021231422505307855,EASY_POS,EASY_POS,StandardBlocker,false,
left_077007,player_name: Francesco Orlando | positions_position: AM (RLC) | left_right_foot: Left,right_010360,player_name: francesco galuppini | positions_position: MR | left_right_foot: left,0.8495730975951135,0.6615394695890051,,1,0.0013812154696132596,EASY_POS,EASY_POS,TokenBlocker,false,
left_101045,player_name: Simone De Santis | positions_position: D (L) | left_right_foot: Left,right_067839,player_name: simone tonelli | positions_position: AMC | left_right_foot: left,0.9184471319391954,0.8165060468631897,,1,0.0010319917440660474,EASY_POS,EASY_POS,TokenBlocker,false,
left_153332,"player_name: Olly Lee | positions_position: M (RC), AM (C) | left_right_foot: Right",right_015845,player_name: lee angol | positions_position: ST | left_right_foot: right,0.9093278463648834,0.7959876543209876,,1,0.0017985611510791368,EASY_POS,EASY_POS,TokenBlocker,false,
left_013350,player_name: Javier Navea | positions_position: AM (LC) | left_right_foot: Left,right_051094,player_name: fermin lopez | positions_position: AMC | left_right_foot: right,0.7923280423280423,0.5327380952380952,,1,0.006097560975609756,EASY_POS,EASY_POS,StandardBlocker,false,
left_078812,"player_name: Yassine Zakir | positions_position: D/WB (R), M/AM (RC) | left_right_foot: Right",right_033090,player_name: dario poveda | positions_position: ST | left_right_foot: right,0.8424682313571202,0.6455535205535206,,1,0.0056179775280898875,EASY_POS,EASY_POS,StandardBlocker,false,
left_126384,"player_name: David Nilsson | positions_position: D (C), DM | left_right_foot: Right",right_005678,player_name: david kelemen | positions_position: DC | left_right_foot: right,0.9610442467585324,0.912349555206698,,1,0.00045955882352941176,EASY_POS,EASY_POS,TokenBlocker,false,
left_075843,"player_name: Rodrigo De Ciancio | positions_position: DM, M (C) | left_right_foot: Right",right_005914,player_name: daan de peuter | positions_position: AMC | left_right_foot: right,0.8408219254780102,0.6418493323255228,,1,0.0006060606060606061,EASY_POS,EASY_POS,TokenBlocker,false,
left_156949,player_name: Jim Ervin | positions_position: D (RC) | left_right_foot: Right,right_012146,player_name: michele canini | positions_position: DC | left_right_foot: right,0.8409059096889785,0.6420382968002016,,1,0.006369426751592357,EASY_POS,EASY_POS,StandardBlocker,false,
