id1,left_preview,id2,right_preview,matchness,score,embedding_similarity,key_overlap_score,rarity_score,bin,bin_reason,source_blockers_display,corner,label
left_185785,player_name: Jun-Yup Oh | positions_position: M/AM (C) | left_right_foot: Right,right_055711,player_name: jakub lis | positions_position: DR | left_right_foot: right,0.7788293234834115,0.5023659778376759,,1,0.014705882352941176,EASY_POS,EASY_POS,StandardBlocker,false,
left_113115,player_name: Alex Cooper | positions_position: D/WB (L) | left_right_foot: Left,right_009409,player_name: zsolt haraszti | positions_position: AMR | left_right_foot: both,0.7545581602185375,0.44775586049170957,,1,0.05263157894736842,EASY_POS,EASY_POS,StandardBlocker,false,
left_105331,player_name: Georgi Tsekelov | positions_position: D (C) | left_right_foot: Right,right_061908,player_name: dany florentine | positions_position: MC | left_right_foot: right,0.7764733286745865,0.49706498951781974,,1,0.011904761904761904,EASY_POS,EASY_POS,StandardBlocker,false,
left_164005,player_name: Cameron Dutton | positions_position: GK | left_right_foot: Right,right_062931,player_name: casper andersson | positions_position: GK,0.7787875122780783,0.5022719026256761,,1,0.03125,EASY_POS,EASY_POS,StandardBlocker,false,
left_180049,player_name: Retu | positions_position: D (RC) | left_right_foot: Right,right_035751,player_name: hakan yesil | positions_position: DM | left_right_foot: right,0.761378989051945,0.4631027253668763,,1,0.007936507936507936,EASY_POS,EASY_POS,StandardBlocker,false,
left_165156,player_name: Calum Buchan | positions_position: M (L) | left_right_foot: Either,right_048645,player_name: benedetto barba | positions_position: DC | left_right_foot: right,0.7796346211440551,0.504177897574124,,1,0.014705882352941176,EASY_POS,EASY_POS,StandardBlocker,false,
left_045862,"player_name: Gabriel Lemoine | positions_position: AM (C), ST (C) | left_right_foot: Right",right_050239,player_name: javi dominguez | positions_position: DC | left_right_foot: right,0.7963412199261256,0.5417677448337825,,1,0.014084507042253521,EASY_POS,EASY_POS,StandardBlocker,false,
left_062654,player_name: Vladimir Tkac | positions_position: ST (C) | left_right_foot: Right,right_020467,player_name: calvin miller | positions_position: ML | left_right_foot: left,0.7601659230590048,0.4603733268827608,,1,0.01818181818181818,EASY_POS,EASY_POS,StandardBlocker,false,
left_008026,player_name: Matheus Cassini | positions_position: AM (RLC) | left_right_foot: Either,right_020539,player_name: nemanja radonjic | positions_position: AML | left_right_foot: both,0.7828678501449496,0.5114526628261367,,1,0.017241379310344827,EASY_POS,EASY_POS,StandardBlocker,false,
left_038248,player_name: René Herrera | positions_position: D (C) | left_right_foot: Right,right_034420,player_name: danylo sikan | positions_position: ST | left_right_foot: right,0.7777904834508608,0.5000285877644368,,1,0.022727272727272728,EASY_POS,EASY_POS,StandardBlocker,false,
left_181909,player_name: Guilherme Venâncio | positions_position: D/WB (L) | left_right_foot: Left,right_007561,player_name: alpha toure | positions_position: DM | left_right_foot: left,0.7988033978600017,0.5473076451850036,,1,0.02702702702702703,EASY_POS,EASY_POS,StandardBlocker,false,
left_125553,"player_name: Babis Markakis | positions_position: DM, M (C) | left_right_foot: Left",right_023535,player_name: masahiro ohashi | positions_position: AMC | left_right_foot: right,0.783011103346533,0.5117749825296994,,1,0.25,EASY_POS,EASY_POS,StandardBlocker,false,
left_055025,player_name: Dario Gebuhr | positions_position: D (C) | left_right_foot: Right,right_007883,player_name: vincenzo perdono | positions_position: ST | left_right_foot: right,0.7532351820087669,0.44477915951972563,,1,0.023809523809523808,EASY_POS,EASY_POS,StandardBlocker,false,
left_171917,player_name: Aritz Arambarri | positions_position: D (C) | left_right_foot: Right,right_058986,player_name: takahiro akimoto | positions_position: DL | left_right_foot: left,0.7663613961528559,0.4743131413439258,,1,0.018867924528301886,EASY_POS,EASY_POS,StandardBlocker,false,
left_049802,"player_name: Ünal Tosun | positions_position: M (LC), AM (C) | left_right_foot: Left",right_023638,player_name: francisco di fulvio | positions_position: DC | left_right_foot: right,0.7633007169545518,0.4674266131477417,,1,0.04,EASY_POS,EASY_POS,StandardBlocker,false,
left_155242,"player_name: Lewis Richards | positions_position: D (LC), WB (L) | left_right_foot: Left",right_003822,player_name: mauro alarcon | positions_position: DR | left_right_foot: right,0.7544418785147478,0.4474942266581824,,1,0.02631578947368421,EASY_POS,EASY_POS,StandardBlocker,false,
left_160914,"player_name: James Dolan | positions_position: AM (RL), ST (C) | left_right_foot: Right",right_050533,player_name: fabrice suter | positions_position: DC | left_right_foot: right,0.7988622372270171,0.5474400337607884,,1,0.017241379310344827,EASY_POS,EASY_POS,StandardBlocker,false,
left_151046,player_name: Samson Sampaio | positions_position: D (C) | left_right_foot: Right,right_055658,player_name: teppei yachida | positions_position: AMC | left_right_foot: right,0.7807826694619148,0.5067610062893082,,1,0.025,EASY_POS,EASY_POS,StandardBlocker,false,
left_053751,"player_name: Giannis Boziaris | positions_position: M/AM (C), ST (C) | left_right_foot: Right",right_066509,player_name: rio nitta | positions_position: ST | left_right_foot: right,0.7846727230375029,0.5155136268343815,,1,0.014285714285714285,EASY_POS,EASY_POS,StandardBlocker,false,
left_186647,player_name: Oriol Martí | positions_position: GK | left_right_foot: Right,right_051043,player_name: jordi pola | positions_position: DC | left_right_foot: right,0.7765749740592508,0.49729369163331427,,1,0.012345679012345678,EASY_POS,EASY_POS,StandardBlocker,false,
left_047189,"player_name: Nick Breitenbücher | positions_position: AM (RL), ST (C) | left_right_foot: Left",right_067225,player_name: arthur atta | positions_position: MC | left_right_foot: right,0.7829581333835866,0.5116558001130698,,1,0.010752688172043012,EASY_POS,EASY_POS,StandardBlocker,false,
left_183831,player_name: Rémi Estival | positions_position: GK | left_right_foot: Right,right_025269,player_name: olivier boscagli | positions_position: DC | left_right_foot: left,0.8073835842703768,0.5666130646083477,,1,0.03125,EASY_POS,EASY_POS,StandardBlocker,false,
left_052106,player_name: Romain Ruffier | positions_position: GK | left_right_foot: Right,right_011269,player_name: nicolas | positions_position: ST | left_right_foot: right,0.7811151345742541,0.5075090527920717,,1,0.07142857142857142,EASY_POS,EASY_POS,StandardBlocker,false,
left_053406,"player_name: Nemanja Cicmilovic | positions_position: DM, M (C) | left_right_foot: Right",right_051685,player_name: antonio ranieri | positions_position: MC | left_right_foot: left,0.7689361418921168,0.48010631925726266,,1,0.027777777777777776,EASY_POS,EASY_POS,StandardBlocker,false,
left_020699,player_name: Nicolás Canavessio | positions_position: D (C) | left_right_foot: Right,right_002544,player_name: massimo bruno | positions_position: AMR | left_right_foot: right,0.7520002120076111,0.4420004770171252,,1,0.02127659574468085,EASY_POS,EASY_POS,StandardBlocker,false,
left_142799,player_name: Syed Firdaus Syed Hassan | positions_position: M (C) | left_right_foot: Right,right_032595,player_name: bryan ngwabije | positions_position: DM | left_right_foot: right,0.7879454926624738,0.522877358490566,,1,0.021739130434782608,EASY_POS,EASY_POS,StandardBlocker,false,
left_095232,player_name: Maxim Kolmakov | positions_position: M/AM (C) | left_right_foot: Right,right_051893,player_name: eric uhlmann | positions_position: DM | left_right_foot: right,0.7913891037642424,0.5306254834695456,,1,0.012048192771084338,EASY_POS,EASY_POS,StandardBlocker,false,
